Ham Fried Rice,http://i.imgur.com/eTuCPxM.jpg,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,http://tsgcookin.com/2014/03/ham-fried-rice/
Chinese Dumplings,http://i.imgur.com/evzIQVF.jpg,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.epicurious.com/recipes/food/views/pork-dumplings-106237
Beef and Broccoli,http://i.imgur.com/EygIdZU.jpg,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,http://www.iwashyoudry.com/2014/03/03/beef-broccoli/
